,Unnamed: 0,Unnamed: 0.1,Name,Team,Pos,Nationality,CTteam,Height,Weight,MinutesPlayedPG,ptsPG,rebPG,astPG,toPG,stlPG,blkPG,pfPG,TotalGames,TotalMinutesPlayed,2ptsPercentage,3ptsPercentage,ftPercentage,fgPercentage,2ptsM_PG,2ptsA_PG,3ptsM_PG,3ptsA_PG,ftM_PG,ftA_PG,fgM_PG,fgA_PG,Totalpts,TotalREB,TotalAst,TotalTO,TotalSTL,TotalBLK,TotalPF,EFF,eFG,TS,TOV,C,F,G,pts_25min,reb_25min,ast_25min,to_25min,stl_25min,blk_25min,pf_25min,2ptsM_25min,2ptsA_25min,3ptsM_25min,3ptsA_25min,ftM_25min,ftA_25min,fgM_25min,fgA_25min,tsne_pos
214,214,214,王男桂,金門酒廠,G,1,0,180,84,13,5.5,1.2,0.4,0.7,0.4,0.0,1.6,164,2086,0.4365,0.3773,0.7045,0.3869,0.3,0.8,1.5,4.0,0.4,0.5,1.8,4.7,910,193,67,111,68,5,257,3.8,0.542553191,0.558943089,0.12455516,0,0,1,10.576923076923077,2.3076923076923075,0.7692307692307693,1.3461538461538463,0.7692307692307693,0.0,3.076923076923077,0.5769230769230769,1.5384615384615385,2.8846153846153846,7.6923076923076925,0.7692307692307693,0.9615384615384616,3.4615384615384617,9.038461538461538,6
215,215,215,陳信安,台中璞園建築,F,1,1,196,90,28,16.2,6.1,3.1,2.1,0.9,0.4,1.9,121,3441,0.4811,0.3361,0.6769,0.41700000000000004,3.6,7.4,2.0,5.9,3.1,4.6,5.6,13.3,1961,744,378,257,109,51,234,15.4,0.49624060200000003,0.528582616,0.120523416,0,1,0,14.464285714285714,5.446428571428571,2.767857142857143,1.875,0.8035714285714286,0.35714285714285715,1.6964285714285714,3.2142857142857144,6.607142857142857,1.7857142857142858,5.267857142857143,2.767857142857143,4.107142857142857,5.0,11.875,0
216,216,216,潘仁德,台灣啤酒,G,1,0,178,82,9,3.5,1.0,0.4,0.5,0.3,0.0,0.8,141,1315,0.4357,0.3427,0.7634,0.3921,0.7,1.7,0.5,1.5,0.5,0.7,1.3,3.2,500,135,62,69,39,6,106,2.6,0.484375,0.49885974899999996,0.124750499,0,0,1,9.722222222222221,2.7777777777777777,1.1111111111111112,1.3888888888888888,0.8333333333333334,0.0,2.2222222222222223,1.9444444444444444,4.722222222222222,1.3888888888888888,4.166666666666667,1.3888888888888888,1.9444444444444444,3.611111111111111,8.88888888888889,6
217,217,217,陳濡群,台灣啤酒,F,1,0,190,86,5,1.9,0.4,0.3,0.4,0.0,0.1,0.8,14,67,0.5,0.75,0.8571,0.5625,0.4,0.9,0.2,0.3,0.4,0.5,0.6,1.1,27,6,4,6,0,1,11,1.7,0.636363636,0.71969697,0.23255814,0,1,0,9.5,2.0,1.5,2.0,0.0,0.5,4.0,2.0,4.5,1.0,1.5,2.0,2.5,3.0,5.500000000000001,5
218,218,218,陳昱安,新北裕隆納智捷,F,1,0,195,80,5,1.7,0.7,0.2,0.4,0.2,0.0,0.7,57,307,0.4444,0.2807,0.5556,0.3529,0.4,0.8,0.3,1.0,0.2,0.3,0.6,1.8,98,40,12,20,9,2,42,1.1,0.41666666700000005,0.43995859200000004,0.17152658699999998,0,1,0,8.5,3.5,1.0,2.0,1.0,0.0,3.5,2.0,4.0,1.5,5.0,1.0,1.5,3.0,9.0,3
219,219,219,索羅門,新北裕隆納智捷,C,0,0,215,109,28,12.7,14.2,0.5,2.0,0.7,2.0,3.0,30,851,0.4716,0.0,0.6346,0.4702,5.3,11.2,0.0,0.0,2.2,3.5,5.3,11.2,382,425,15,61,22,60,91,20.9,0.47321428600000004,0.498430141,0.13568521,1,0,0,11.339285714285714,12.678571428571429,0.44642857142857145,1.7857142857142858,0.625,1.7857142857142858,2.6785714285714284,4.732142857142857,10.0,0.0,0.0,1.9642857142857146,3.125,4.732142857142857,10.0,0
220,220,220,李啟億,新北裕隆納智捷,F,1,0,200,95,25,9.4,5.4,2.1,2.0,0.7,0.8,2.6,253,6200,0.5004,0.3517,0.7339,0.4389,2.2,4.5,1.1,3.2,1.6,2.2,3.3,7.6,2386,1355,543,509,168,207,654,11.5,0.5065789470000001,0.548552754,0.189250568,0,1,0,9.4,5.4,2.1,2.0,0.7,0.8,2.6,2.2,4.5,1.1,3.2,1.6,2.2,3.3,7.6,3
221,221,221,侯威呈,臺灣銀行,F,1,0,196,95,6,1.8,0.9,0.2,0.4,0.1,0.1,0.7,36,214,0.4028,0.0,0.4545,0.3973,0.8,2.0,0.0,0.0,0.1,0.3,0.8,2.0,63,34,7,15,5,2,24,1.3,0.4,0.42213883700000004,0.157977883,0,1,0,7.5,3.75,0.8333333333333334,1.6666666666666667,0.4166666666666667,0.4166666666666667,2.9166666666666665,3.3333333333333335,8.333333333333334,0.0,0.0,0.4166666666666667,1.25,3.3333333333333335,8.333333333333334,1
222,222,222,陳禹誌,臺灣銀行,F,1,0,193,95,15,4.4,2.8,0.3,0.9,0.2,0.2,1.8,108,1634,0.462,0.25,0.8017,0.434,1.6,3.4,0.1,0.5,0.9,1.1,1.7,3.9,475,301,34,92,26,23,191,4.6,0.448717949,0.501824818,0.170325511,0,1,0,7.333333333333334,4.666666666666667,0.5,1.5,0.3333333333333333,0.3333333333333333,3.0,2.6666666666666665,5.666666666666667,0.16666666666666666,0.8333333333333334,1.5,1.8333333333333335,2.8333333333333335,6.5,1
223,223,223,李豐永,臺北達欣工程,C,1,0,198,101,20,5.7,3.7,1.1,1.6,0.5,0.3,2.3,211,4145,0.4414,0.3222,0.6287,0.3874,1.3,2.9,0.8,2.4,0.8,1.3,2.1,5.3,1205,773,223,333,116,65,480,6.0,0.471698113,0.485354223,0.214132762,1,0,0,7.125,4.625,1.3750000000000002,2.0,0.625,0.375,2.8749999999999996,1.625,3.625,1.0,3.0,1.0,1.625,2.625,6.625,3
224,224,224,黃玟穎,臺北達欣工程,G,1,0,184,83,8,1.7,1.0,0.6,0.6,0.5,0.0,1.0,42,316,0.5227,0.0526,0.6176,0.381,0.5,1.0,0.0,0.5,0.5,0.8,0.6,1.5,70,44,24,27,21,1,42,2.0,0.4,0.45896328299999994,0.244698206,0,0,1,5.3125,3.125,1.875,1.875,1.5625,0.0,3.125,1.5625,3.125,0.0,1.5625,1.5625,2.5,1.875,4.6875,2
225,225,225,楊政倫,臺北達欣工程,G,1,0,177,77,3,0.7,0.3,0.4,0.5,0.2,0.0,0.9,11,34,0.5,0.0,0.3333,0.5,0.3,0.5,0.0,0.0,0.2,0.5,0.3,0.5,8,3,4,6,2,0,10,0.6,0.6,0.48611111100000004,0.409836066,0,0,1,5.833333333333333,2.5,3.3333333333333335,4.166666666666667,1.6666666666666667,0.0,7.5,2.5,4.166666666666667,0.0,0.0,1.6666666666666667,4.166666666666667,2.5,4.166666666666667,2
226,226,226,洪啟超,臺北達欣工程,F,1,0,188,75,16,5.5,2.2,1.1,0.9,0.8,0.2,1.5,226,3586,0.4544,0.3264,0.6098,0.3908,1.2,2.6,0.8,2.5,0.7,1.2,2.0,5.1,1250,491,250,195,182,37,344,5.3,0.470588235,0.48862828700000005,0.13786764699999998,0,1,0,8.59375,3.4375000000000004,1.7187500000000002,1.40625,1.25,0.3125,2.34375,1.875,4.0625,1.25,3.90625,1.09375,1.875,3.125,7.968749999999999,3
227,227,227,洪英哲,台灣大雲豹,C,1,0,200,96,9,1.5,1.4,0.4,0.6,0.2,0.5,1.7,142,1304,0.4038,0.25,0.3768,0.3956,0.6,1.5,0.0,0.1,0.2,0.5,0.6,1.6,207,203,56,90,27,66,240,2.1,0.375,0.41208791200000006,0.247933884,1,0,0,4.166666666666667,3.888888888888889,1.1111111111111112,1.6666666666666667,0.5555555555555556,1.3888888888888888,4.722222222222222,1.6666666666666667,4.166666666666667,0.0,0.2777777777777778,0.5555555555555556,1.3888888888888888,1.6666666666666667,4.444444444444445,1
228,228,228,王灝宇,金門酒廠,G,1,0,180,80,5,0.8,0.5,0.6,0.5,0.3,0.0,0.8,28,128,0.3077,0.2,0.6667,0.2903,0.3,0.9,0.0,0.2,0.1,0.2,0.3,1.1,23,15,16,13,9,1,22,0.8,0.272727273,0.336700337,0.296208531,0,0,1,4.0,2.5,3.0,2.5,1.5,0.0,4.0,1.5,4.5,0.0,1.0,0.5,1.0,1.5,5.500000000000001,2
229,229,229,蕭元昶,金門酒廠,F,1,0,195,90,17,4.2,4.5,0.6,1.1,0.4,0.2,2.7,196,3269,0.4331,0.2483,0.4828,0.3727,1.3,3.1,0.4,1.5,0.4,0.9,1.7,4.5,818,877,108,213,76,43,536,5.5,0.42222222200000004,0.428921569,0.183455637,0,1,0,6.176470588235294,6.617647058823529,0.8823529411764706,1.6176470588235297,0.5882352941176471,0.29411764705882354,3.9705882352941178,1.911764705882353,4.5588235294117645,0.5882352941176471,2.2058823529411766,0.5882352941176471,1.3235294117647058,2.5,6.617647058823529,1
230,230,230,林義富,金門酒廠,F,1,0,188,95,10,2.5,1.5,0.4,0.3,0.5,0.2,1.6,11,114,0.2667,0.3529,0.5,0.3125,0.4,1.4,0.5,1.5,0.1,0.2,0.9,2.9,27,17,4,3,5,2,18,2.7,0.396551724,0.418340027,0.091240876,0,1,0,6.25,3.75,1.0,0.75,1.25,0.5,4.0,1.0,3.5,1.25,3.75,0.25,0.5,2.25,7.25,3
231,231,231,王鼎傑,台中璞園建築,G,1,0,180,75,8,4.6,1.5,0.9,1.1,0.6,0.0,1.3,17,143,0.4595,0.2791,0.9,0.3625,1.0,2.2,0.7,2.5,0.5,0.6,1.7,4.7,79,26,15,19,10,0,22,3.4,0.436170213,0.463336019,0.181398417,0,0,1,14.374999999999998,4.6875,2.8125,3.4375000000000004,1.875,0.0,4.0625,3.125,6.875000000000001,2.1875,7.8125,1.5625,1.875,5.3125,14.6875,4
232,232,232,周資華,台灣啤酒,G,1,0,183,92,16,3.8,1.7,1.9,1.7,0.5,0.0,1.8,127,2008,0.392,0.2222,0.6968,0.3493,1.2,3.0,0.2,1.0,0.9,1.2,1.4,3.9,486,221,247,210,61,2,233,3.4,0.384615385,0.429087624,0.277415144,0,0,1,5.9375,2.65625,2.96875,2.65625,0.78125,0.0,2.8125,1.875,4.6875,0.3125,1.5625,1.40625,1.875,2.1875,6.09375,2
233,233,233,吳志遠,台灣啤酒,C,1,0,200,95,20,6.2,5.1,0.5,0.8,0.6,0.4,2.1,137,2718,0.5237,0.4112,0.7294,0.5074,2.4,4.6,0.3,0.8,0.5,0.6,2.7,5.4,856,698,74,109,77,50,293,9.2,0.5277777779999999,0.5473163839999999,0.123762376,1,0,0,7.75,6.374999999999999,0.625,1.0,0.75,0.5,2.625,3.0,5.749999999999999,0.375,1.0,0.625,0.75,3.375,6.75,1
234,234,234,楊玉明,台灣啤酒,G,1,0,178,78,24,11.9,2.3,2.0,1.7,0.9,0.0,1.7,255,6070,0.4801,0.3261,0.7531,0.4085,2.5,5.2,1.5,4.5,2.4,3.2,4.0,9.8,3024,582,502,433,223,9,428,8.8,0.48469387799999997,0.530870807,0.131701271,0,0,1,12.395833333333334,2.395833333333333,2.0833333333333335,1.7708333333333333,0.9375,0.0,1.7708333333333333,2.6041666666666665,5.416666666666667,1.5625,4.6875,2.5,3.3333333333333335,4.166666666666667,10.208333333333334,4
235,235,235,張晸輝,台灣啤酒,F,1,0,198,88,10,2.9,2.3,0.5,0.5,0.1,0.2,0.9,15,148,0.2593,0.2727,0.7333,0.2653,0.5,1.8,0.4,1.5,0.7,1.0,0.9,3.3,43,34,7,8,2,3,14,2.8,0.333333333,0.387700535,0.117924528,0,1,0,7.25,5.749999999999999,1.25,1.25,0.25,0.5,2.25,1.25,4.5,1.0,3.75,1.75,2.5,2.25,8.25,5
236,236,236,吳志偉,新北裕隆納智捷,C,1,0,202,98,13,6.1,3.2,0.7,1.0,0.3,0.3,1.7,206,2584,0.5143,0.2407,0.726,0.5,2.4,4.8,0.1,0.3,1.0,1.4,2.5,5.0,1251,652,138,201,53,62,345,6.7,0.51,0.543091168,0.15114873,1,0,0,11.73076923076923,6.153846153846154,1.3461538461538463,1.9230769230769231,0.5769230769230769,0.5769230769230769,3.269230769230769,4.615384615384615,9.23076923076923,0.19230769230769232,0.5769230769230769,1.9230769230769231,2.6923076923076925,4.8076923076923075,9.615384615384615,1
237,237,237,劉瑞生,臺灣銀行,G,1,0,175,77,10,2.3,1.2,1.0,0.6,0.5,0.0,1.0,100,965,0.386,0.3191,0.6552,0.3716,0.7,1.7,0.2,0.5,0.6,0.9,0.8,2.2,234,122,98,62,45,1,98,2.7,0.409090909,0.44298921399999996,0.18773466800000002,0,0,1,5.749999999999999,3.0,2.5,1.5,1.25,0.0,2.5,1.75,4.25,0.5,1.25,1.5,2.25,2.0,5.500000000000001,2
238,238,238,胡裕偉,臺灣銀行,G,1,0,190,110,12,3.8,2.0,0.7,0.9,0.5,0.1,1.0,193,2255,0.4504,0.2736,0.6364,0.37200000000000005,1.0,2.1,0.5,1.7,0.4,0.7,1.4,3.8,726,381,133,165,88,23,197,3.5,0.43421052600000004,0.462512171,0.17971246,0,0,1,7.916666666666667,4.166666666666667,1.4583333333333333,1.875,1.0416666666666667,0.20833333333333334,2.0833333333333335,2.0833333333333335,4.375,1.0416666666666667,3.5416666666666665,0.8333333333333334,1.4583333333333333,2.9166666666666665,7.916666666666667,6
239,239,239,陳聖亞,臺灣銀行,G,1,0,185,83,6,1.9,0.9,0.3,0.7,0.5,0.2,0.9,46,294,0.3426,0.0,0.3824,0.3274,0.8,2.3,0.0,0.1,0.3,0.7,0.8,2.5,87,41,16,34,22,7,42,1.0,0.32,0.338319088,0.1995439,0,0,1,7.916666666666667,3.75,1.25,2.9166666666666665,2.0833333333333335,0.8333333333333334,3.75,3.3333333333333335,9.583333333333332,0.0,0.4166666666666667,1.25,2.9166666666666665,3.3333333333333335,10.416666666666666,4
240,240,240,楊承融,臺灣銀行,C,1,0,200,115,6,1.4,1.2,0.1,0.4,0.1,0.2,1.6,36,216,0.4681,0.0,0.4167,0.4583,0.6,1.3,0.0,0.0,0.1,0.3,0.6,1.3,49,44,5,16,3,6,56,1.7,0.46153846200000004,0.488826816,0.21834061100000002,1,0,0,5.833333333333333,5.0,0.4166666666666667,1.6666666666666667,0.4166666666666667,0.8333333333333334,6.666666666666667,2.5,5.416666666666667,0.0,0.0,0.4166666666666667,1.25,2.5,5.416666666666667,1
241,241,241,陳俊傑,臺灣銀行,G,1,0,181,82,12,4.3,1.5,1.3,1.1,0.5,0.0,1.3,93,1078,0.3689,0.3884,0.7,0.3815,0.5,1.3,0.9,2.4,0.5,0.8,1.4,3.7,400,142,117,102,43,1,121,3.9,0.5,0.530602172,0.213509317,0,0,1,8.958333333333334,3.125,2.7083333333333335,2.291666666666667,1.0416666666666667,0.0,2.7083333333333335,1.0416666666666667,2.7083333333333335,1.875,5.0,1.0416666666666667,1.6666666666666667,2.9166666666666665,7.708333333333333,6
242,242,242,徐偉勝,臺灣銀行,C,1,0,198,90,19,6.6,3.3,1.1,1.6,0.5,0.6,2.2,177,3317,0.4617,0.2974,0.6893,0.4242,2.0,4.4,0.4,1.3,1.4,2.0,2.4,5.7,1175,585,192,292,81,105,385,6.6,0.456140351,0.5015197570000001,0.19559902199999998,1,0,0,8.68421052631579,4.342105263157895,1.4473684210526319,2.1052631578947367,0.6578947368421053,0.7894736842105263,2.8947368421052637,2.6315789473684212,5.789473684210527,0.5263157894736842,1.7105263157894737,1.8421052631578947,2.6315789473684212,3.1578947368421053,7.5,1
243,243,243,詹尼斯,金門酒廠,C,0,0,200,105,37,16.4,21.1,0.8,2.1,1.3,1.3,1.8,28,1038,0.467,0.0,0.5202,0.4646,6.6,14.1,0.0,0.1,3.2,6.2,6.6,14.1,458,591,21,60,36,36,51,28.3,0.46808510600000003,0.4872831,0.110946746,1,0,0,11.081081081081079,14.256756756756756,0.5405405405405406,1.4189189189189189,0.8783783783783784,0.8783783783783784,1.2162162162162162,4.45945945945946,9.527027027027026,0.0,0.06756756756756757,2.1621621621621623,4.1891891891891895,4.45945945945946,9.527027027027026,0
244,244,244,李俊逸,金門酒廠,G,1,0,182,78,9,2.6,0.5,0.4,0.4,0.3,0.0,1.7,19,169,0.32,0.275,0.0,0.2923,0.4,1.3,0.6,2.1,0.0,0.0,1.0,3.4,49,9,7,7,5,0,33,1.0,0.382352941,0.382352941,0.10526315800000001,0,0,1,7.222222222222222,1.3888888888888888,1.1111111111111112,1.1111111111111112,0.8333333333333334,0.0,4.722222222222222,1.1111111111111112,3.611111111111111,1.6666666666666667,5.833333333333333,0.0,0.0,2.7777777777777777,9.444444444444445,6
245,245,245,張益銘,金門酒廠,G,1,0,185,85,12,3.8,2.2,1.2,0.9,0.5,0.0,0.9,158,1915,0.4636,0.315,0.7111,0.3876,0.8,1.7,0.5,1.7,0.6,0.9,1.3,3.4,596,347,182,136,79,7,142,4.4,0.45588235299999996,0.50052687,0.19165247,0,0,1,7.916666666666667,4.583333333333334,2.5,1.875,1.0416666666666667,0.0,1.875,1.6666666666666667,3.5416666666666665,1.0416666666666667,3.5416666666666665,1.25,1.875,2.7083333333333335,7.083333333333333,6
246,246,246,駱正坤,金門酒廠,F,1,0,196,100,4,0.4,0.9,0.1,0.2,0.1,0.1,0.9,17,70,0.2,0.0,0.25,0.2,0.1,0.6,0.0,0.0,0.1,0.5,0.1,0.6,6,15,1,3,1,2,15,0.5,0.166666667,0.243902439,0.19607843100000003,0,1,0,2.5,5.625,0.625,1.25,0.625,0.625,5.625,0.625,3.75,0.0,0.0,0.625,3.125,0.625,3.75,1
247,247,247,林煥超,台中璞園建築,F,1,0,202,120,6,1.1,1.2,0.1,0.7,0.1,0.0,1.0,82,502,0.3535,0.0,0.5833,0.3535,0.4,1.2,0.0,0.0,0.3,0.4,0.4,1.2,91,99,7,60,8,2,82,0.9,0.333333333,0.39970930200000004,0.33718689799999996,0,1,0,4.583333333333334,5.0,0.4166666666666667,2.9166666666666665,0.4166666666666667,0.0,4.166666666666667,1.6666666666666667,5.0,0.0,0.0,1.25,1.6666666666666667,1.6666666666666667,5.0,1
248,248,248,楊敬敏,台灣啤酒,G,1,1,190,90,30,14.5,4.4,1.9,2.2,1.3,0.1,1.6,242,7164,0.4967,0.33299999999999996,0.7421,0.4356,3.8,7.6,1.5,4.5,2.4,3.3,5.3,12.1,3501,1059,451,539,304,30,399,12.3,0.5,0.534976387,0.139664804,0,0,1,12.083333333333334,3.666666666666667,1.5833333333333333,1.8333333333333335,1.0833333333333333,0.08333333333333333,1.3333333333333333,3.1666666666666665,6.333333333333333,1.25,3.75,2.0,2.75,4.416666666666667,10.083333333333334,4
249,249,249,哈孝遠,台灣啤酒,C,1,0,200,118,14,5.9,4.2,0.4,1.2,0.3,0.6,2.8,200,2895,0.4895,0.2973,0.6887,0.4822,2.3,4.7,0.1,0.2,1.1,1.6,2.4,4.9,1180,836,72,236,63,124,555,7.2,0.5,0.526409707,0.176366843,1,0,0,10.535714285714286,7.5,0.7142857142857143,2.142857142857143,0.5357142857142857,1.0714285714285714,5.0,4.107142857142857,8.392857142857142,0.17857142857142858,0.35714285714285715,1.9642857142857146,2.857142857142857,4.285714285714286,8.750000000000002,0
250,250,250,許凱傑,臺灣銀行,C,1,0,198,110,10,2.6,1.6,0.4,0.7,0.2,0.2,1.2,104,1054,0.4187,0.2414,0.5417,0.4,1.0,2.4,0.1,0.3,0.4,0.7,1.1,2.6,266,169,41,73,23,21,121,2.5,0.44230769200000003,0.447042641,0.194013304,1,0,0,6.5,4.0,1.0,1.75,0.5,0.5,3.0,2.5,6.0,0.25,0.75,1.0,1.75,2.7500000000000004,6.5,1
251,251,251,孫煥博,臺灣銀行,G,1,0,183,83,21,8.1,2.9,2.7,2.8,0.7,0.0,2.2,22,459,0.4836,0.32,0.7059,0.4558,2.7,5.5,0.4,1.1,1.6,2.3,3.0,6.7,178,63,60,61,15,1,49,7.2,0.47761194,0.525155602,0.266362253,0,0,1,9.642857142857142,3.4523809523809526,3.2142857142857144,3.3333333333333335,0.8333333333333334,0.0,2.6190476190476195,3.2142857142857144,6.5476190476190474,0.47619047619047616,1.3095238095238098,1.9047619047619047,2.7380952380952377,3.5714285714285716,7.976190476190476,2
252,252,252,姚俊傑,達欣工程,F,1,0,192,102,10,4.7,1.9,0.3,0.7,0.2,0.1,1.6,69,687,0.583,0.4,0.6951,0.5789,1.9,3.2,0.0,0.1,0.8,1.2,1.9,3.3,323,130,23,51,11,6,111,4.7,0.575757576,0.613897597,0.15459364,0,1,0,11.75,4.75,0.75,1.75,0.5,0.25,4.0,4.75,8.0,0.0,0.25,2.0,3.0,4.75,8.25,1
253,253,253,歐陽進恆,台灣大雲豹,G,1,0,191,90,21,11.1,3.2,1.3,1.8,0.8,0.1,2.3,188,4036,0.4773,0.3407,0.7339,0.4369,3.0,6.3,0.9,2.7,2.3,3.1,3.9,9.0,2079,606,235,333,159,19,430,8.8,0.483333333,0.5355075260000001,0.147977639,0,0,1,13.214285714285714,3.8095238095238093,1.5476190476190477,2.142857142857143,0.9523809523809523,0.11904761904761904,2.7380952380952377,3.5714285714285716,7.5,1.0714285714285714,3.2142857142857144,2.7380952380952377,3.6904761904761907,4.642857142857143,10.714285714285714,4
254,254,254,陳暉,台灣大雲豹,G,1,0,180,85,25,5.7,3.9,3.2,1.9,1.1,0.1,2.5,225,5634,0.4453,0.3142,0.6442,0.3748,1.1,2.4,0.9,2.8,0.9,1.4,1.9,5.2,1281,873,716,436,256,23,567,8.3,0.451923077,0.49002751,0.24624157600000002,0,0,1,5.7,3.9,3.2,1.9,1.1,0.1,2.5,1.1,2.4,0.9,2.8,0.9,1.4,1.9,5.2,2
255,255,255,康昭翔,台灣大雲豹,C,1,0,208,120,6,0.8,1.5,0.3,0.9,0.2,0.2,0.9,13,76,0.2174,0.0,0.25,0.2174,0.4,1.8,0.0,0.0,0.1,0.3,0.4,1.8,11,19,4,12,2,2,12,0.5,0.222222222,0.207039337,0.31779661,1,0,0,3.3333333333333335,6.25,1.25,3.75,0.8333333333333334,0.8333333333333334,3.75,1.6666666666666667,7.5,0.0,0.0,0.4166666666666667,1.25,1.6666666666666667,7.5,1
256,256,256,張銘哲,金門酒廠,F,1,0,190,89,5,2.3,1.2,0.3,0.3,0.2,0.1,1.2,38,202,0.5088,0.3,0.4545,0.4545,0.8,1.5,0.2,0.5,0.3,0.6,0.9,2.0,86,45,10,10,8,5,46,2.4,0.5,0.50795053,0.11700468,0,1,0,11.499999999999998,6.0,1.5,1.5,1.0,0.5,6.0,4.0,7.5,1.0,2.5,1.5,3.0,4.5,10.0,0
257,257,257,高天麒,金門酒廠,G,1,0,177,74,17,4.0,2.9,2.2,1.5,0.8,0.1,2.2,82,1380,0.3883,0.3136,0.6122,0.3611,1.0,2.5,0.5,1.4,0.7,1.2,1.4,4.0,331,235,177,126,65,9,182,5.4,0.4125,0.44169611299999995,0.248838752,0,0,1,5.882352941176471,4.264705882352941,3.2352941176470593,2.2058823529411766,1.1764705882352942,0.14705882352941177,3.2352941176470593,1.4705882352941178,3.676470588235294,0.7352941176470589,2.0588235294117645,1.0294117647058822,1.7647058823529411,2.0588235294117645,5.882352941176471,2
258,258,258,陳力維,金門酒廠,F,1,0,184,82,3,1.0,0.2,0.0,0.4,0.1,0.0,0.4,9,28,0.3333,0.0,0.3333,0.3077,0.4,1.3,0.0,0.1,0.1,0.3,0.4,1.4,9,2,0,4,1,0,4,-0.3,0.28571428600000004,0.326370757,0.207039337,0,1,0,8.333333333333334,1.6666666666666667,0.0,3.3333333333333335,0.8333333333333334,0.0,3.3333333333333335,3.3333333333333335,10.833333333333334,0.0,0.8333333333333334,0.8333333333333334,2.5,3.3333333333333335,11.666666666666666,5
259,259,259,曾文鼎,裕隆納智捷,C,1,1,202,90,32,15.0,8.6,2.9,2.8,1.2,2.3,2.7,189,6118,0.532,0.2806,0.7108,0.5155,5.6,10.5,0.2,0.7,3.2,4.6,5.8,11.2,2843,1633,546,523,227,436,513,20.4,0.526785714,0.567150635,0.174737893,1,0,0,11.71875,6.71875,2.265625,2.1875,0.9375,1.7968749999999998,2.109375,4.375,8.203125,0.15625,0.546875,2.5,3.5937499999999996,4.53125,8.75,0
260,260,260,李學林,裕隆納智捷,G,1,1,175,75,28,9.4,4.2,3.4,1.5,1.4,0.1,1.5,180,5059,0.5542,0.4,0.7905,0.4918,2.2,4.1,1.1,2.8,1.6,2.0,3.3,6.8,1685,749,605,264,260,12,273,13.1,0.566176471,0.611979167,0.163398693,0,0,1,8.392857142857142,3.75,3.0357142857142856,1.3392857142857142,1.25,0.08928571428571429,1.3392857142857142,1.9642857142857146,3.660714285714285,0.9821428571428573,2.5,1.4285714285714286,1.7857142857142858,2.9464285714285716,6.071428571428571,2
261,261,261,吳洋輝,裕隆納智捷,F,1,0,195,88,11,2.9,2.0,0.2,0.7,0.2,0.4,1.6,122,1322,0.4346,0.2,0.6096,0.4309,1.1,2.5,0.0,0.0,0.7,1.2,1.1,2.5,358,248,27,81,27,49,201,3.1,0.44,0.478863937,0.18776824,0,1,0,6.590909090909091,4.545454545454546,0.45454545454545453,1.5909090909090908,0.45454545454545453,0.9090909090909091,3.6363636363636362,2.5000000000000004,5.681818181818182,0.0,0.0,1.5909090909090908,2.727272727272727,2.5000000000000004,5.681818181818182,1
262,262,262,許時清,臺灣銀行,F,1,0,194,90,8,3.8,1.1,0.2,0.6,0.2,0.0,1.2,100,819,0.4221,0.284,0.7041,0.3587,0.8,2.0,0.5,1.7,0.7,1.0,1.3,3.7,381,105,20,58,18,3,117,2.0,0.418918919,0.458937198,0.12658227800000002,0,1,0,11.875,3.4375000000000004,0.625,1.875,0.625,0.0,3.75,2.5,6.25,1.5625,5.3125,2.1875,3.125,4.0625,11.5625,3
263,263,263,黃寶賜,達欣工程,G,1,0,182,70,14,4.5,1.7,1.7,1.3,0.7,0.0,1.2,151,2181,0.5647,0.3484,0.7154,0.4758,1.2,2.1,0.5,1.5,0.6,0.8,1.7,3.6,677,250,262,191,104,3,176,5.2,0.541666667,0.569331984,0.247524752,0,0,1,8.035714285714286,3.0357142857142856,3.0357142857142856,2.3214285714285716,1.25,0.0,2.142857142857143,2.142857142857143,3.75,0.8928571428571429,2.6785714285714284,1.0714285714285714,1.4285714285714286,3.0357142857142856,6.428571428571429,2
264,264,264,許澤鑫,台灣大雲豹,G,1,0,177,70,20,5.3,2.6,1.9,1.5,1.2,0.0,1.7,149,2931,0.4832,0.3489,0.6691,0.4124,1.1,2.2,0.9,2.4,0.6,0.9,1.9,4.6,788,387,277,227,173,4,259,6.5,0.510869565,0.530424339,0.23091133,0,0,1,6.625,3.25,2.375,1.875,1.5,0.0,2.125,1.3750000000000002,2.7500000000000004,1.125,3.0,0.75,1.125,2.375,5.749999999999999,2
265,265,265,桑德斯,璞園建築,F,0,0,200,96,35,21.0,15.3,4.3,2.9,1.4,1.4,2.5,88,3044,0.5399,0.3529,0.741,0.5323,7.4,13.7,0.2,0.6,5.6,7.6,7.6,14.2,1847,1348,379,252,127,120,224,31.9,0.542253521,0.598495212,0.14185091,0,1,0,15.0,10.928571428571429,3.0714285714285716,2.0714285714285716,1.0,1.0,1.7857142857142858,5.285714285714286,9.785714285714286,0.14285714285714285,0.42857142857142855,4.0,5.428571428571429,5.428571428571429,10.142857142857142,0
