,Unnamed: 0,Unnamed: 0.1,Name,Team,Pos,Nationality,CTteam,Height,Weight,MinutesPlayedPG,ptsPG,rebPG,astPG,toPG,stlPG,blkPG,pfPG,TotalGames,TotalMinutesPlayed,2ptsPercentage,3ptsPercentage,ftPercentage,fgPercentage,2ptsM_PG,2ptsA_PG,3ptsM_PG,3ptsA_PG,ftM_PG,ftA_PG,fgM_PG,fgA_PG,Totalpts,TotalREB,TotalAst,TotalTO,TotalSTL,TotalBLK,TotalPF,EFF,eFG,TS,TOV,C,F,G,pts_25min,reb_25min,ast_25min,to_25min,stl_25min,blk_25min,pf_25min,2ptsM_25min,2ptsA_25min,3ptsM_25min,3ptsA_25min,ftM_25min,ftA_25min,fgM_25min,fgA_25min,tsne_pos
51,51,51,李秉鴻,富邦勇士,G,1,0,180,79,13,3.3,1.2,0.6,1.1,0.5,0.0,1.5,91,1219,0.34299999999999997,0.2846,0.6712,0.3205,0.8,2.3,0.4,1.4,0.5,0.8,1.2,3.7,302,113,59,96,48,1,132,1.7,0.37837837799999996,0.40720631799999996,0.213509317,0,0,1,6.346153846153846,2.3076923076923075,1.1538461538461537,2.115384615384616,0.9615384615384616,0.0,2.8846153846153846,1.5384615384615385,4.4230769230769225,0.7692307692307693,2.6923076923076925,0.9615384615384616,1.5384615384615385,2.3076923076923075,7.115384615384615,2
52,52,52,賴廷恩,富邦勇士,G,1,0,180,70,8,1.8,1.4,1.7,0.5,0.7,0.0,0.3,26,211,0.3529,0.2,0.8333,0.3279,0.7,2.0,0.1,0.4,0.2,0.2,0.8,2.3,47,36,43,13,19,0,9,3.6,0.36956521700000006,0.37688442200000005,0.173130194,0,0,1,5.625,4.375,5.3125,1.5625,2.1875,0.0,0.9375,2.1875,6.25,0.3125,1.25,0.625,0.625,2.5,7.187499999999999,2
53,53,53,林書緯,富邦勇士,G,1,0,182,69,26,11.5,3.0,3.9,2.4,1.4,0.3,1.5,118,3088,0.4407,0.327,0.7403,0.4031,3.2,7.2,1.2,3.6,1.6,2.2,4.3,10.8,1352,355,464,281,171,36,177,10.6,0.453703704,0.488613188,0.169395822,0,0,1,11.057692307692308,2.8846153846153846,3.75,2.3076923076923075,1.3461538461538463,0.28846153846153844,1.4423076923076923,3.076923076923077,6.923076923076923,1.1538461538461537,3.4615384615384617,1.5384615384615385,2.115384615384616,4.134615384615385,10.384615384615385,4
54,54,54,張宗憲,富邦勇士,F,1,1,192,86,23,10.7,3.2,2.5,2.0,1.2,0.3,1.3,71,1619,0.4059,0.2293,0.6332,0.3714,3.7,9.1,0.5,2.2,1.8,2.8,4.2,11.3,760,227,181,145,87,19,91,7.8,0.39380531,0.426907118,0.137627305,0,1,0,11.630434782608695,3.4782608695652173,2.717391304347826,2.1739130434782608,1.3043478260869565,0.32608695652173914,1.4130434782608696,4.021739130434782,9.891304347826088,0.5434782608695652,2.3913043478260874,1.9565217391304348,3.0434782608695654,4.565217391304348,12.282608695652174,0
55,55,55,張伯維,富邦勇士,F,1,0,190,88,23,8.1,3.3,1.2,1.1,1.0,0.2,2.4,133,3013,0.4431,0.3134,0.7647,0.3881,2.0,4.4,1.0,3.3,1.1,1.4,3.0,7.7,1073,443,153,149,139,23,316,7.7,0.454545455,0.487012987,0.11682243,0,1,0,8.804347826086957,3.5869565217391304,1.3043478260869565,1.1956521739130437,1.0869565217391304,0.21739130434782608,2.608695652173913,2.1739130434782608,4.782608695652175,1.0869565217391304,3.5869565217391304,1.1956521739130437,1.5217391304347827,3.260869565217391,8.369565217391305,3
56,56,56,郭少傑,富邦勇士,G,1,0,190,82,15,5.3,1.7,0.7,0.9,0.4,0.1,1.5,141,2067,0.4673,0.3237,0.6727,0.3928,1.1,2.3,0.8,2.5,0.8,1.2,1.9,4.7,747,242,92,131,57,12,211,4.1,0.489361702,0.506885998,0.146866841,0,0,1,8.833333333333334,2.8333333333333335,1.1666666666666667,1.5,0.6666666666666666,0.16666666666666666,2.5,1.8333333333333335,3.833333333333333,1.3333333333333333,4.166666666666667,1.3333333333333333,2.0,3.1666666666666665,7.833333333333333,6
57,57,57,蕭順議,富邦勇士,F,1,0,192,81,16,4.4,2.6,0.7,0.7,0.5,0.2,1.6,84,1330,0.364,0.2676,0.6587,0.3281,1.0,2.8,0.5,1.7,1.0,1.5,1.5,4.5,371,218,57,55,43,19,136,4.2,0.38888888899999996,0.426356589,0.119453925,0,1,0,6.875000000000001,4.0625,1.09375,1.09375,0.78125,0.3125,2.5,1.5625,4.375,0.78125,2.65625,1.5625,2.34375,2.34375,7.03125,5
58,58,58,林孟學,富邦勇士,F,1,0,195,88,13,3.0,2.5,0.4,0.8,0.3,0.2,1.5,112,1409,0.5478,0.2,0.4839,0.5355,1.3,2.4,0.0,0.1,0.3,0.6,1.3,2.5,334,282,50,87,37,18,169,4.1,0.52,0.542691751,0.224466891,0,1,0,5.769230769230769,4.8076923076923075,0.7692307692307693,1.5384615384615385,0.5769230769230769,0.38461538461538464,2.8846153846153846,2.5,4.615384615384615,0.0,0.19230769230769232,0.5769230769230769,1.1538461538461537,2.5,4.8076923076923075,1
59,59,59,蔡文誠,富邦勇士,F,1,1,190,96,23,10.0,5.7,1.7,1.7,1.0,0.1,1.6,364,8191,0.4822,0.2746,0.74,0.4597,3.6,7.6,0.3,0.9,1.9,2.6,3.9,8.5,3632,2076,613,618,367,46,596,11.5,0.476470588,0.518457072,0.149858956,0,1,0,10.869565217391305,6.195652173913044,1.8478260869565217,1.8478260869565217,1.0869565217391304,0.10869565217391304,1.7391304347826086,3.9130434782608696,8.26086956521739,0.32608695652173914,0.9782608695652174,2.0652173913043477,2.8260869565217392,4.239130434782608,9.23913043478261,1
60,60,60,林郅為,富邦勇士,C,1,1,200,95,13,3.4,2.6,0.3,0.7,0.3,0.4,1.7,113,1482,0.4116,0.1667,0.5887,0.4078,1.4,3.4,0.0,0.1,0.6,1.1,1.4,3.4,388,289,31,74,31,43,189,3.8,0.41176470600000004,0.43769309999999995,0.152705061,1,0,0,6.538461538461538,5.0,0.5769230769230769,1.3461538461538463,0.5769230769230769,0.7692307692307693,3.269230769230769,2.6923076923076925,6.538461538461538,0.0,0.19230769230769232,1.1538461538461537,2.115384615384616,2.6923076923076925,6.538461538461538,1
61,61,61,吳宏興,富邦勇士,C,1,1,202,83,8,2.8,2.3,0.1,0.5,0.2,0.3,1.3,153,1189,0.4643,0.0,0.5671,0.4617,1.1,2.4,0.0,0.0,0.6,1.1,1.1,2.4,431,349,21,84,26,41,193,3.4,0.45833333299999995,0.485436893,0.14775413699999998,1,0,0,8.75,7.187499999999999,0.3125,1.5625,0.625,0.9375,4.0625,3.4375000000000004,7.5,0.0,0.0,1.875,3.4375000000000004,3.4375000000000004,7.5,1
62,62,62,洪志善,富邦勇士,G,1,1,176,77,25,7.7,2.4,2.7,1.2,1.1,0.1,2.1,271,6776,0.4199,0.4078,0.7692,0.41100000000000003,0.7,1.6,1.9,4.6,0.6,0.8,2.6,6.3,2075,643,740,315,300,32,564,8.9,0.563492063,0.578773301,0.152827305,0,0,1,7.7,2.4,2.7,1.2,1.1,0.1,2.1,0.7,1.6,1.9,4.6,0.6,0.8,2.6,6.3,2
63,63,63,楊興治,富邦勇士,F,1,0,195,98,18,4.8,3.1,0.5,0.8,0.3,0.6,2.5,68,1242,0.3961,0.2,0.537,0.3883,2.1,5.3,0.0,0.2,0.4,0.8,2.1,5.5,324,214,33,56,23,42,169,4.7,0.381818182,0.41011620000000004,0.120264582,0,1,0,6.666666666666667,4.305555555555555,0.6944444444444444,1.1111111111111112,0.4166666666666667,0.8333333333333334,3.4722222222222223,2.9166666666666665,7.361111111111111,0.0,0.2777777777777778,0.5555555555555556,1.1111111111111112,2.9166666666666665,7.638888888888889,1
64,64,64,劉韋辰,富邦勇士,F,1,0,190,85,13,4.5,1.2,0.5,0.7,0.7,0.1,1.3,112,1436,0.3116,0.3446,0.6829,0.3278,0.8,2.5,0.8,2.4,0.5,0.7,1.6,4.8,504,139,57,78,80,11,147,2.9,0.41666666700000005,0.440485513,0.120523416,0,1,0,8.653846153846153,2.3076923076923075,0.9615384615384616,1.3461538461538463,1.3461538461538463,0.19230769230769232,2.5,1.5384615384615385,4.8076923076923075,1.5384615384615385,4.615384615384615,0.9615384615384616,1.3461538461538463,3.076923076923077,9.23076923076923,3
65,65,65,基斯,富邦勇士,G,0,0,194,105,28,17.9,7.7,3.9,3.8,0.8,1.0,2.1,9,253,0.47200000000000003,0.1429,0.5962,0.4118,6.6,13.9,0.4,3.1,3.4,5.8,7.0,17.0,161,69,35,34,7,9,19,15.1,0.42352941200000005,0.45775368200000005,0.162726961,0,0,1,15.982142857142856,6.875,3.482142857142857,3.392857142857143,0.7142857142857143,0.8928571428571429,1.875,5.892857142857143,12.410714285714286,0.35714285714285715,2.767857142857143,3.0357142857142856,5.178571428571429,6.25,15.178571428571429,0
66,66,66,簡偉儒,桃園璞園建築,G,1,1,185,86,19,6.9,2.4,1.3,1.1,0.9,0.0,1.1,141,2701,0.4216,0.3127,0.7251,0.3599,1.2,2.9,1.2,3.8,0.9,1.2,2.4,6.7,969,338,187,149,131,5,151,5.8,0.447761194,0.47731045899999996,0.132084534,0,0,1,9.078947368421053,3.1578947368421053,1.7105263157894737,1.4473684210526319,1.1842105263157894,0.0,1.4473684210526319,1.5789473684210527,3.8157894736842106,1.5789473684210527,5.0,1.1842105263157894,1.5789473684210527,3.1578947368421053,8.81578947368421,6
67,67,67,吳家駿,桃園璞園建築,G,1,0,175,69,16,5.4,2.1,2.3,1.5,0.6,0.0,1.4,72,1183,0.4201,0.2239,0.7806,0.381,1.6,3.7,0.2,0.9,1.7,2.2,1.8,4.7,392,151,169,106,42,1,99,5.5,0.404255319,0.47635850399999996,0.20926339300000002,0,0,1,8.4375,3.28125,3.5937499999999996,2.34375,0.9375,0.0,2.1875,2.5,5.78125,0.3125,1.40625,2.65625,3.4375000000000004,2.8125,7.34375,2
68,68,68,彭俊諺,桃園璞園建築,G,1,1,182,82,15,4.2,2.7,2.8,2.1,1.3,0.1,1.5,154,2362,0.4081,0.2482,0.6025,0.3401,1.0,2.4,0.4,1.8,1.0,1.6,1.4,4.2,653,418,424,322,197,10,238,5.6,0.380952381,0.42822186,0.299828669,0,0,1,7.0,4.5,4.666666666666667,3.5,2.1666666666666665,0.16666666666666666,2.5,1.6666666666666667,4.0,0.6666666666666666,3.0,1.6666666666666667,2.6666666666666665,2.3333333333333335,7.0,2
69,69,69,陳堅恩,桃園璞園建築,G,1,0,178,78,19,8.7,2.4,2.4,1.5,0.8,0.1,2.1,127,2432,0.4491,0.4047,0.8101,0.4309,1.9,4.3,1.2,3.0,1.1,1.4,3.2,7.3,1104,304,300,194,106,12,262,8.5,0.520547945,0.54951996,0.159303314,0,0,1,11.44736842105263,3.1578947368421053,3.1578947368421053,1.9736842105263157,1.0526315789473684,0.13157894736842105,2.763157894736842,2.5,5.657894736842105,1.5789473684210527,3.9473684210526314,1.4473684210526319,1.8421052631578947,4.2105263157894735,9.605263157894736,4
70,70,70,林耀宗,桃園璞園建築,F,1,0,193,98,10,2.8,2.7,0.5,0.6,0.3,0.1,0.9,129,1306,0.4011,0.1111,0.5377,0.3942,1.1,2.9,0.0,0.1,0.4,0.8,1.2,2.9,356,345,62,78,40,16,121,3.7,0.413793103,0.430504305,0.15576324,0,1,0,7.0,6.75,1.25,1.5,0.75,0.25,2.25,2.7500000000000004,7.25,0.0,0.25,1.0,2.0,3.0,7.25,1
71,71,71,陳世杰,桃園璞園建築,G,1,0,173,75,16,6.8,3.1,2.1,1.5,1.1,0.1,1.4,370,5871,0.4669,0.2766,0.7516,0.4271,2.2,4.8,0.4,1.3,1.3,1.7,2.6,6.1,2521,1131,763,558,392,33,503,7.8,0.45901639299999997,0.49649532700000004,0.179683757,0,0,1,10.625,4.84375,3.28125,2.34375,1.7187500000000002,0.15625,2.1875,3.4375000000000004,7.5,0.625,2.03125,2.03125,2.65625,4.0625,9.53125,4
72,72,72,林金榜,桃園璞園建築,F,1,1,191,97,21,7.1,3.1,1.2,1.3,1.1,0.2,2.3,306,6355,0.4285,0.2929,0.5796,0.4021,2.5,5.9,0.4,1.4,0.8,1.3,3.0,7.3,2169,959,369,391,343,59,689,6.6,0.438356164,0.450965447,0.14173571699999998,0,1,0,8.452380952380953,3.6904761904761907,1.4285714285714286,1.5476190476190477,1.3095238095238098,0.23809523809523808,2.7380952380952377,2.9761904761904763,7.023809523809524,0.47619047619047616,1.6666666666666667,0.9523809523809523,1.5476190476190477,3.5714285714285716,8.69047619047619,5
73,73,73,李啟瑋,桃園璞園建築,F,1,1,192,87,15,5.5,1.7,0.7,1.0,0.5,0.3,1.5,122,1782,0.4089,0.2966,0.6242,0.3493,1.0,2.6,0.9,2.9,0.8,1.3,1.9,5.5,669,207,83,117,67,36,178,3.6,0.427272727,0.45289855100000004,0.141402715,0,1,0,9.166666666666666,2.8333333333333335,1.1666666666666667,1.6666666666666667,0.8333333333333334,0.5,2.5,1.6666666666666667,4.333333333333333,1.5,4.833333333333333,1.3333333333333333,2.1666666666666665,3.1666666666666665,9.166666666666666,3
74,74,74,簡浩,桃園璞園建築,F,1,1,197,90,22,9.2,3.7,1.3,1.2,1.0,0.2,1.7,311,6869,0.4812,0.3457,0.7394,0.4164,2.1,4.5,1.4,4.1,0.7,0.9,3.5,8.5,2856,1139,419,376,309,77,543,9.0,0.49411764700000005,0.517086331,0.118858954,0,1,0,10.454545454545453,4.204545454545454,1.4772727272727273,1.3636363636363635,1.1363636363636365,0.22727272727272727,1.9318181818181819,2.3863636363636362,5.113636363636363,1.5909090909090908,4.659090909090908,0.7954545454545454,1.0227272727272727,3.977272727272727,9.659090909090908,3
75,75,75,呂奇旻,桃園璞園建築,F,1,1,188,89,17,6.8,2.4,1.7,1.9,0.8,0.1,1.7,104,1793,0.4653,0.3219,0.6582,0.3997,1.5,3.3,0.9,2.8,1.0,1.5,2.5,6.1,708,247,175,197,81,12,173,5.8,0.48360655700000005,0.50295858,0.219399538,0,1,0,10.0,3.5294117647058822,2.5,2.7941176470588234,1.1764705882352942,0.14705882352941177,2.5,2.2058823529411766,4.852941176470588,1.3235294117647058,4.117647058823529,1.4705882352941178,2.2058823529411766,3.676470588235294,8.970588235294118,4
76,76,76,施晉堯,桃園璞園建築,F,1,0,188,90,18,6.2,2.2,1.3,1.4,0.8,0.2,2.1,164,3001,0.42700000000000005,0.2886,0.6601,0.3606,1.4,3.3,0.9,3.0,0.8,1.2,2.3,6.3,1016,367,217,226,132,25,345,4.9,0.436507937,0.45401288799999995,0.170150705,0,1,0,8.61111111111111,3.055555555555556,1.8055555555555556,1.9444444444444444,1.1111111111111112,0.2777777777777778,2.9166666666666665,1.9444444444444444,4.583333333333333,1.25,4.166666666666667,1.1111111111111112,1.6666666666666667,3.194444444444444,8.75,3
77,77,77,陳冠全,桃園璞園建築,C,1,1,197,118,20,6.5,4.0,0.7,1.2,0.5,0.5,2.1,147,2965,0.4208,0.3265,0.5506,0.4163,2.8,6.6,0.1,0.3,0.6,1.1,2.9,6.9,953,595,109,181,76,67,309,6.5,0.427536232,0.440140845,0.139794967,1,0,0,8.125,5.0,0.875,1.5,0.625,0.625,2.625,3.5,8.25,0.125,0.375,0.75,1.3750000000000002,3.625,8.625,1
78,78,78,吳岱豪,桃園璞園建築,C,1,1,203,109,23,9.0,5.3,1.5,1.9,0.7,1.2,2.2,311,7254,0.5261,0.2519,0.6511,0.5103,3.7,7.1,0.1,0.4,1.3,1.9,3.8,7.5,2806,1647,451,581,223,383,677,11.5,0.513333333,0.539827255,0.185619383,1,0,0,9.782608695652174,5.760869565217392,1.6304347826086956,2.0652173913043477,0.7608695652173914,1.3043478260869565,2.3913043478260874,4.021739130434782,7.717391304347826,0.10869565217391304,0.43478260869565216,1.4130434782608696,2.0652173913043477,4.130434782608695,8.152173913043478,1
79,79,79,麥克,桃園璞園建築,C,0,0,208,118,22,11.6,10.8,1.1,2.4,0.4,1.0,3.3,8,175,0.5738,0.0,0.575,0.5738,4.4,7.6,0.0,0.0,2.9,5.0,4.4,7.6,93,86,9,19,3,8,26,17.2,0.578947368,0.591836735,0.196721311,1,0,0,13.181818181818182,12.272727272727273,1.2500000000000002,2.727272727272727,0.45454545454545453,1.1363636363636365,3.75,5.000000000000001,8.636363636363637,0.0,0.0,3.2954545454545454,5.681818181818182,5.000000000000001,8.636363636363637,0
80,80,80,林力仁,裕隆納智捷,G,1,0,183,78,12,4.8,1.0,0.5,0.6,0.4,0.1,1.4,109,1310,0.3689,0.3523,0.622,0.36,0.8,2.2,0.9,2.6,0.5,0.8,1.7,4.8,528,114,53,66,44,9,155,2.8,0.44791666700000005,0.465838509,0.104311544,0,0,1,10.0,2.0833333333333335,1.0416666666666667,1.25,0.8333333333333334,0.20833333333333334,2.9166666666666665,1.6666666666666667,4.583333333333334,1.875,5.416666666666667,1.0416666666666667,1.6666666666666667,3.5416666666666665,10.0,6
81,81,81,周柏臣,裕隆納智捷,F,1,1,198,95,28,8.9,5.7,0.8,1.1,0.8,0.8,2.5,226,6252,0.4856,0.2383,0.6362,0.4418,3.0,6.1,0.3,1.3,2.0,3.2,3.3,7.5,2019,1288,187,253,178,183,556,10.5,0.46,0.499550965,0.10991207,0,1,0,7.946428571428571,5.089285714285714,0.7142857142857143,0.9821428571428573,0.7142857142857143,0.7142857142857143,2.232142857142857,2.6785714285714284,5.446428571428571,0.26785714285714285,1.1607142857142858,1.7857142857142858,2.857142857142857,2.9464285714285716,6.696428571428571,1
82,82,82,崔國增,裕隆納智捷,G,1,0,185,78,12,2.5,1.9,1.1,1.1,0.5,0.1,1.4,81,935,0.3137,0.2734,0.7059,0.2913,0.4,1.3,0.4,1.6,0.4,0.6,0.8,2.8,205,156,93,88,43,6,114,2.8,0.35714285700000004,0.407963446,0.264169068,0,0,1,5.208333333333333,3.9583333333333335,2.291666666666667,2.291666666666667,1.0416666666666667,0.20833333333333334,2.9166666666666665,0.8333333333333334,2.7083333333333335,0.8333333333333334,3.3333333333333335,0.8333333333333334,1.25,1.6666666666666667,5.833333333333333,2
83,83,83,潘冠翰,裕隆納智捷,F,1,0,196,88,10,2.6,2.1,0.3,0.5,0.2,0.2,1.5,154,1616,0.3459,0.3026,0.6569,0.3237,0.4,1.2,0.4,1.3,0.6,0.9,0.8,2.5,395,319,47,80,37,27,225,2.9,0.4,0.448895028,0.147232038,0,1,0,6.5,5.25,0.75,1.25,0.5,0.5,3.75,1.0,3.0,1.0,3.25,1.5,2.25,2.0,6.25,5
84,84,84,胡凱翔,裕隆納智捷,F,1,1,190,93,20,8.4,2.7,1.3,1.1,0.7,0.1,1.5,166,3354,0.4322,0.2991,0.797,0.3882,2.4,5.5,0.8,2.7,1.3,1.6,3.2,8.2,1402,440,215,179,120,12,255,6.8,0.43902439,0.471698113,0.109956018,0,1,0,10.5,3.375,1.625,1.3750000000000002,0.875,0.125,1.875,3.0,6.875,1.0,3.375,1.625,2.0,4.0,10.249999999999998,3
85,85,85,呂政儒,裕隆納智捷,F,1,1,194,88,26,12.1,3.2,1.2,1.8,0.9,0.2,2.3,418,10676,0.4489,0.3589,0.7249,0.401,2.2,4.9,2.0,5.6,1.7,2.3,4.2,10.5,5068,1338,501,740,358,86,964,8.9,0.495238095,0.525538568,0.135216346,0,1,0,11.634615384615385,3.076923076923077,1.1538461538461537,1.7307692307692308,0.8653846153846154,0.19230769230769232,2.2115384615384612,2.115384615384616,4.711538461538462,1.9230769230769231,5.384615384615385,1.6346153846153846,2.2115384615384612,4.038461538461538,10.096153846153847,3
86,86,86,鄭鐵,裕隆納智捷,G,1,0,186,86,5,2.4,0.9,0.2,0.5,0.5,0.1,0.7,23,117,0.5161,0.6,0.7143,0.5366,0.7,1.3,0.3,0.4,0.2,0.3,1.0,1.8,55,21,4,11,11,2,15,2.7,0.638888889,0.621118012,0.205592105,0,0,1,12.0,4.5,1.0,2.5,2.5,0.5,3.5,3.5,6.5,1.5,2.0,1.0,1.5,5.0,9.0,4
87,87,87,周士淵,裕隆納智捷,G,1,1,190,80,22,11.0,2.7,1.4,1.2,1.4,0.1,1.6,393,8807,0.4957,0.3499,0.7345,0.4305,2.7,5.4,1.5,4.4,1.1,1.5,4.2,9.7,4332,1062,543,469,539,54,648,9.5,0.5103092779999999,0.530888031,0.10380622800000001,0,0,1,12.5,3.0681818181818183,1.5909090909090908,1.3636363636363635,1.5909090909090908,0.11363636363636363,1.8181818181818181,3.0681818181818183,6.136363636363637,1.7045454545454546,5.000000000000001,1.2500000000000002,1.7045454545454546,4.7727272727272725,11.022727272727272,4
88,88,88,林韋翰,裕隆納智捷,G,1,0,177,67,23,5.7,2.9,4.3,2.3,1.4,0.0,2.0,189,4303,0.4416,0.2707,0.7153,0.3614,1.3,2.9,0.7,2.6,1.1,1.5,2.0,5.5,1083,545,805,436,259,6,376,8.1,0.427272727,0.46266233799999995,0.271867612,0,0,1,6.195652173913044,3.152173913043478,4.673913043478261,2.4999999999999996,1.5217391304347827,0.0,2.1739130434782608,1.4130434782608696,3.152173913043478,0.7608695652173914,2.8260869565217392,1.1956521739130437,1.6304347826086956,2.1739130434782608,5.978260869565218,2
89,89,89,盧捷閔,裕隆納智捷,G,1,0,183,82,4,1.1,0.3,0.4,0.1,0.2,0.0,0.3,25,100,0.4545,0.25,0.4,0.4,0.4,0.9,0.1,0.3,0.1,0.2,0.5,1.2,28,7,10,3,4,1,8,1.1,0.45833333299999995,0.427018634,0.07204611,0,0,1,6.875000000000001,1.875,2.5,0.625,1.25,0.0,1.875,2.5,5.625,0.625,1.875,0.625,1.25,3.125,7.5,6
90,90,90,李德威,裕隆納智捷,C,1,1,200,105,11,3.2,3.2,0.5,1.0,0.3,0.6,1.8,184,2109,0.4205,0.2778,0.4914,0.4165,1.4,3.4,0.0,0.1,0.3,0.6,1.5,3.5,596,581,94,183,50,113,339,4.5,0.428571429,0.425079702,0.209907641,1,0,0,7.2727272727272725,7.2727272727272725,1.1363636363636365,2.272727272727273,0.6818181818181818,1.3636363636363635,4.090909090909091,3.1818181818181817,7.7272727272727275,0.0,0.22727272727272727,0.6818181818181818,1.3636363636363635,3.409090909090909,7.954545454545454,1
91,91,91,邱日誠,裕隆納智捷,G,1,0,175,78,6,0.8,0.8,0.7,0.3,0.2,0.0,1.0,21,116,0.2857,0.3,0.375,0.2941,0.1,0.3,0.1,0.5,0.1,0.4,0.2,0.8,16,16,14,7,5,0,22,1.3,0.3125,0.409836066,0.235109718,0,0,1,3.3333333333333335,3.3333333333333335,2.9166666666666665,1.25,0.8333333333333334,0.0,4.166666666666667,0.4166666666666667,1.25,0.4166666666666667,2.0833333333333335,0.4166666666666667,1.6666666666666667,0.8333333333333334,3.3333333333333335,2
92,92,92,盧冠良,裕隆納智捷,F,1,0,185,90,15,4.4,1.7,0.7,0.7,0.5,0.1,1.2,115,1699,0.4056,0.2822,0.74,0.3528,1.1,2.8,0.6,2.1,0.3,0.4,1.7,4.9,503,192,78,86,60,7,135,3.4,0.408163265,0.433412136,0.12119113599999999,0,1,0,7.333333333333334,2.8333333333333335,1.1666666666666667,1.1666666666666667,0.8333333333333334,0.16666666666666666,2.0,1.8333333333333335,4.666666666666667,1.0,3.5,0.5,0.6666666666666666,2.8333333333333335,8.166666666666668,3
93,93,93,郭昭男,裕隆納智捷,F,1,0,192,86,12,3.7,1.9,0.4,0.6,0.5,0.2,1.8,54,630,0.4398,0.1538,0.5854,0.419,1.4,3.1,0.0,0.2,0.9,1.5,1.4,3.3,200,101,21,32,25,11,95,3.6,0.424242424,0.46717171700000004,0.131578947,0,1,0,7.708333333333333,3.9583333333333335,0.8333333333333334,1.25,1.0416666666666667,0.4166666666666667,3.75,2.9166666666666665,6.458333333333333,0.0,0.4166666666666667,1.875,3.125,2.9166666666666665,6.875,1
94,94,94,桑尼,裕隆納智捷,C,0,0,200,114,32,23.6,13.6,2.5,2.9,1.5,0.8,2.0,22,700,0.5296,0.2692,0.7976,0.4764,7.3,13.8,1.0,3.5,6.1,7.6,8.3,17.4,519,300,55,63,33,17,43,28.5,0.505747126,0.568839182,0.122652681,1,0,0,18.4375,10.625,1.953125,2.265625,1.171875,0.625,1.5625,5.703125,10.78125,0.78125,2.734375,4.765625,5.9375,6.484375000000001,13.593749999999998,0
95,95,95,泰瑞,裕隆納智捷,F,0,0,191,88,24,12.8,5.4,2.1,1.8,1.3,0.7,1.6,9,220,0.5286,0.1591,0.6897,0.386,4.1,7.8,0.8,4.9,2.2,3.2,4.9,12.7,115,49,19,16,12,6,14,11.7,0.417322835,0.453643323,0.113150616,0,1,0,13.333333333333334,5.625,2.1875,1.875,1.3541666666666667,0.7291666666666666,1.6666666666666667,4.270833333333333,8.125,0.8333333333333334,5.104166666666667,2.291666666666667,3.3333333333333335,5.104166666666667,13.229166666666666,0
96,96,96,陳靖寰,金門酒廠,F,1,1,190,84,27,10.3,4.5,1.7,1.8,1.0,0.5,2.5,295,7929,0.4807,0.3209,0.7223,0.4279,2.7,5.5,0.9,2.7,2.3,3.2,3.5,8.3,3028,1333,494,523,303,138,752,10.5,0.475903614,0.530490317,0.15641293,0,1,0,9.537037037037036,4.166666666666667,1.5740740740740742,1.6666666666666667,0.9259259259259259,0.46296296296296297,2.314814814814815,2.5,5.092592592592593,0.8333333333333334,2.5,2.1296296296296293,2.962962962962963,3.240740740740741,7.685185185185186,3
97,97,97,張容軒,金門酒廠,F,1,1,194,90,22,9.6,2.9,1.0,1.2,0.5,0.1,1.4,326,7093,0.4949,0.3107,0.6538,0.4761,3.7,7.5,0.3,0.9,1.3,2.0,4.0,8.4,3116,952,342,376,170,27,469,7.8,0.494047619,0.517241379,0.114503817,0,1,0,10.909090909090908,3.2954545454545454,1.1363636363636365,1.3636363636363635,0.5681818181818182,0.11363636363636363,1.5909090909090908,4.204545454545454,8.522727272727273,0.3409090909090909,1.0227272727272727,1.4772727272727273,2.272727272727273,4.545454545454546,9.545454545454545,1
98,98,98,李俊緯,金門酒廠,C,1,0,198,98,16,4.6,3.5,0.4,0.6,0.3,0.3,1.6,214,3515,0.4402,0.2951,0.7092,0.3717,1.1,2.5,0.6,2.2,0.5,0.7,1.7,4.7,981,748,95,139,74,74,350,5.3,0.425531915,0.459265176,0.10699001400000001,1,0,0,7.187499999999999,5.46875,0.625,0.9375,0.46875,0.46875,2.5,1.7187500000000002,3.90625,0.9375,3.4375000000000004,0.78125,1.09375,2.65625,7.34375,3
99,99,99,吳敏賢,金門酒廠,G,1,0,180,75,13,3.6,1.3,1.2,0.7,0.6,0.0,1.7,156,2088,0.4043,0.2865,0.7619,0.3641,1.0,2.4,0.4,1.2,0.6,0.8,1.3,3.6,561,202,187,114,100,2,260,3.5,0.41666666700000005,0.455465587,0.150472915,0,0,1,6.923076923076923,2.5,2.3076923076923075,1.3461538461538463,1.1538461538461537,0.0,3.269230769230769,1.9230769230769231,4.615384615384615,0.7692307692307693,2.3076923076923075,1.1538461538461537,1.5384615384615385,2.5,6.923076923076923,2
100,100,100,陳文宏,金門酒廠,F,1,0,186,96,12,2.1,1.2,0.6,0.6,0.3,0.1,1.6,79,924,0.4359,0.2162,0.675,0.3069,0.4,1.0,0.3,1.4,0.3,0.5,0.7,2.4,167,93,49,50,24,8,128,1.8,0.35416666700000005,0.400763359,0.18633540399999998,0,1,0,4.375,2.5,1.25,1.25,0.625,0.20833333333333334,3.3333333333333335,0.8333333333333334,2.0833333333333335,0.625,2.9166666666666665,0.625,1.0416666666666667,1.4583333333333333,5.0,5
